event_id,cost,availability,quantity_total,quantity_sold
3423729.0,183.75,2.0,200.0,0
3424313.0,50.0,1.0,200.0,22
3440783.0,403.38,5.0,250.0,27
3440823.0,160.0,2.0,16.0,58
3441029.0,15.0,2.0,46.0,46
3441103.0,1024.3,8.0,52.0,16
3441319.0,14.52,2.0,33.0,17
3473431.0,55.0,1.0,8.0,8
3473481.0,44.0,1.0,60.0,23
3473577.0,75.0,2.0,400.0,5
3474125.0,30.0,2.0,200.0,6
3474133.0,30.0,2.0,200.0,11
3493645.0,8.46,1.0,100.0,1
3507117.0,,2.0,3.0,0
3522653.0,1369.7199999999998,6.0,800.0,200
3539211.0,5.0,2.0,100.0,7
3588187.0,2880.1499999999996,4.0,1300.0,21
3599149.0,70.0,5.0,1250.0,288
3605391.0,70.0,1.0,25.0,11
3637462.0,25.0,1.0,30.0,5
3637544.0,13.11,2.0,60.0,33
3637988.0,62.18,4.0,200.0,28
3638124.0,20.0,3.0,7000.0,12
3638196.0,10.0,1.0,50.0,16
3670508.0,105.0,2.0,40.0,2
3670550.0,12583.33,8.0,730.0,433
3702816.0,6027.200000000001,8.0,780.0,10
3703656.0,945.8500000000001,17.0,2261.0,2
3717486.0,100.0,1.0,100.0,0
3735628.0,48.99,1.0,30.0,30
3736088.0,53.0,3.0,243.0,180
3768768.0,649.15,9.0,295.0,51
3798244.0,742.0,4.0,40.0,0
3801238.0,5.06,1.0,1000.0,4
3801364.0,700.0,3.0,65.0,4
3801374.0,8.41,1.0,300.0,33
3801472.0,15.0,2.0,70.0,78
3806678.0,45.0,1.0,20.0,13
3833884.0,450.0,10.0,5000000.0,0
3834104.0,25.0,2.0,110.0,21
3867036.0,96.0,3.0,50.0,7
3883118.0,600.0,3.0,100.0,82
3899984.0,68.89,2.0,1300.0,444
3900196.0,1635.0,4.0,35.0,9
3910444.0,380.0,3.0,800.0,37
3932568.0,22.51,1.0,60.0,13
3965018.0,15.0,1.0,200.0,50
3965092.0,350.0,1.0,14.0,10
3965432.0,100.0,1.0,10.0,7
3965640.0,115.0,3.0,640.0,31
3997696.0,75.0,1.0,350.0,240
3997742.0,343.20000000000005,3.0,23.0,12
3998172.0,43.35,2.0,15.0,15
3998400.0,100.0,1.0,22.0,0
4031098.0,13.11,1.0,55.0,13
4031106.0,15.0,1.0,12.0,12
4031124.0,243.72,2.0,440.0,53
4031234.0,300.0,1.0,20.0,6
4063948.0,30.0,1.0,60.0,19
4064066.0,14285.099999999999,12.0,288.0,17
4096516.0,3.73,1.0,100.0,4
4113578.0,5.0,1.0,50.0,10
4128904.0,5.0,1.0,150.0,9
4159448.0,40.0,1.0,2.0,0
4194408.0,17.91,1.0,350.0,256
4194996.0,93.51,2.0,30.0,27
4227088.0,260.0,2.0,4.0,4
4227516.0,,3.0,1050.0,336
4227994.0,80.0,2.0,56.0,44
4259940.0,300.0,2.0,30.0,13
4260346.0,15.0,2.0,2000.0,0
4260408.0,200.0,2.0,200.0,8
4292658.0,390.01,8.0,310.0,1
4292660.0,45.7,2.0,40.0,9
4292670.0,707.4999999999999,4.0,85.0,47
4292688.0,35.0,1.0,35.0,35
4292908.0,8.46,1.0,100.0,2
4325494.0,66.9,4.0,175.0,99
4325524.0,9.42,3.0,125.0,69
4358498.0,25.0,1.0,40.0,5
4359070.0,6.0,2.0,70.0,2
4390954.0,64.17,2.0,200.0,51
4391370.0,25.0,1.0,175.0,6
4391524.0,325.0,6.0,270.0,26
4391654.0,26.37,2.0,70.0,23
4422364.0,70.26,1.0,50.0,14
4423882.0,55.71,1.0,46.0,46
4424320.0,340.74,4.0,18.0,5
4428918.0,94.8,6.0,422.0,22
4445872.0,68.89,2.0,400.0,16
4457214.0,5.0,2.0,100.0,22
4489314.0,50.0,6.0,1950.0,821
4489446.0,82.08,3.0,250.0,96
4489514.0,68.89,2.0,200.0,8
4489666.0,25.0,2.0,155.0,107
4522092.0,184.82,2.0,140.0,1
4522666.0,35.0,1.0,20.0,8
4554838.0,10.35,1.0,24.0,5
4565802.0,100.0,2.0,16.0,6
4571224.0,150.0,1.0,100.0,0
4588328.0,20.0,2.0,400.0,43
4598566.0,50.0,1.0,200.0,0
4620496.0,484.69,2.0,150.0,29
4620752.0,5.0,1.0,50.0,5
4653063.0,40.0,1.0,35.0,22
4653343.0,88.0,8.0,240.0,45
4653425.0,40.0,3.0,160.0,13
4664005.0,234.01,1.0,12.0,12
4685879.0,208.0,22.0,34200.0,1611
4685883.0,57.67,6.0,221.0,162
4686063.0,46.26,2.0,200.0,0
4686211.0,22.51,1.0,100.0,69
4686369.0,5057.8,3.0,40.0,30
4713253.0,5.01,2.0,199.0,1
4782445.0,310.0,1.0,150.0,0
4784193.0,8.75,1.0,25.0,16
4816963.0,31.09,2.0,350.0,112
4831555.0,27.5,1.0,73.0,73
4833345.0,97.0,1.0,25.0,9
4850067.0,10.39,1.0,150.0,86
4879677.0,50.0,1.0,85.0,25
4883155.0,50.0,2.0,24.0,19
4905731.0,110.0,2.0,60.0,2
4915481.0,163.51,1.0,400.0,1
4915489.0,190.0,2.0,200.0,22
4926261.0,75.0,5.0,348.0,54
4948410.0,90.0,1.0,90.0,0
4948714.0,15.15,3.0,45.0,4
4948778.0,250.0,2.0,30.0,5
4955936.0,30.0,1.0,1000.0,136
4981268.0,35.62,2.0,70.0,55
4981324.0,36.81,1.0,40.0,27
4981422.0,350.0,3.0,50.0,7
4981556.0,256.3,8.0,2850.0,61
4982290.0,32.32,4.0,282.0,65
5013550.0,40.0,2.0,380.0,314
5013634.0,,1.0,25.0,22
5014170.0,8.75,1.0,100.0,2
5014204.0,6.01,1.0,25.0,5
5014326.0,25.0,1.0,100.0,2
,,,0.0,0
5047004.0,10.0,2.0,250.0,127
5047008.0,20.0,1.0,300.0,26
5062712.0,73.0,4.0,4000.0,26
5079274.0,160.0,6.0,641.0,193
5079990.0,102.93,2.0,150.0,34
5145440.0,424.38,2.0,210.0,8
5177448.0,140.0,1.0,15.0,0
5177690.0,75.0,1.0,12.0,12
5177762.0,15.0,2.0,200.0,3
5177902.0,503.0,4.0,210.0,6
5188410.0,2590.0,2.0,80.0,38
5210482.0,75.0,2.0,150.0,108
5215628.0,332.8,1.0,1.0,1
5243246.0,439.07,5.0,1200.0,542
5243284.0,26.52,1.0,100.0,8
5243382.0,380.0,7.0,500.0,110
5269072.0,22.0,2.0,120.0,31
5275710.0,10.0,1.0,1000.0,0
5276326.0,25.53,3.0,200.0,146
5286582.0,760.0,8.0,1200.0,127
5297616.0,38.730000000000004,3.0,85.0,14
5308976.0,8.46,1.0,20.0,29
5309184.0,12505.6,8.0,57.0,47
5341940.0,37.15,1.0,25.0,16
5374176.0,10.0,1.0,2500.0,297
5374424.0,18.02,1.0,1.0,16
5374490.0,55.0,1.0,20.0,9
5383644.0,130.0,2.0,200.0,0
5396756.0,80.0,1.0,100.0,4
5406814.0,20.0,1.0,200.0,5
5406892.0,20.0,1.0,200.0,4
5406904.0,1161.9299999999998,4.0,60.0,2
5406982.0,20.5,3.0,550.0,423
5407050.0,105.0,2.0,60.0,0
5407430.0,346.68,3.0,80.0,34
5423232.0,276.0,4.0,800.0,105
5434074.0,53.53,2.0,60.0,11
5439674.0,40.0,1.0,30.0,6
5440318.0,,5.0,300.0,29
5505044.0,135.0,3.0,4900.0,14
5505502.0,,1.0,500.0,0
5505840.0,17.91,1.0,20.0,4
5537968.0,12.0,1.0,40.0,40
5538084.0,10.0,1.0,40.0,6
5538114.0,10.0,1.0,40.0,36
5538364.0,40.0,2.0,40.0,12
5570618.0,36.81,1.0,120.0,16
5570996.0,205.0,7.0,1225.0,515
5571112.0,135.0,6.0,1230.0,737
5571294.0,50.39000000000001,3.0,140.0,51
5571446.0,5.0,1.0,400.0,25
5614288.0,1818.36,7.0,580.0,3
5636660.0,149.22,2.0,200.0,73
5636980.0,36.61,1.0,80.0,66
5654252.0,659.35,1.0,20.0,2
5669346.0,234.01,2.0,100.0,102
5669720.0,13.18,1.0,25.0,3
5702034.0,5500.0,3.0,270.0,6
5702302.0,84.9,2.0,8.0,2
5702468.0,114.14999999999999,6.0,700.0,149
5728998.0,70.0,2.0,200.0,43
5734470.0,75.0,2.0,70.0,70
5735050.0,76.44999999999999,2.0,70.0,17
5739940.0,46.21,2.0,200.0,2
5750885.0,5623.4800000000005,32.0,56700.0,172
5767567.0,75.0,1.0,60.0,31
5767907.0,10.0,1.0,150.0,128
5767947.0,10.0,1.0,200.0,2
5772731.0,241.07,2.0,100.0,18
5788459.0,495.0,5.0,51.0,16
5800601.0,20.0,1.0,60.0,57
5832923.0,13.18,1.0,25.0,1
5866317.0,10.0,1.0,30.0,26
5866337.0,50.71,2.0,110.0,26
5898495.0,,1.0,5000.0,0
5898675.0,300.0,3.0,300.0,5
5898761.0,75.0,1.0,50.0,3
5898765.0,,1.0,40.0,0
5931025.0,5.0,1.0,125.0,1
5931053.0,210.78000000000003,4.0,300.0,81
5931439.0,55.0,2.0,30.0,14
5931521.0,6.4,1.0,25.0,13
5942303.0,5.0,1.0,100.0,1
5963055.0,3.73,1.0,49.0,49
5963993.0,77.35,5.0,125.0,31
5996579.0,35.620000000000005,2.0,100.0,22
5996581.0,24.52,1.0,16.0,2
6062559.0,3.0,2.0,85.0,53
6062717.0,550.0,6.0,210.0,85
6078609.0,20.0,1.0,10.0,10
6127825.0,9.95,1.0,35.0,12
6127937.0,,1.0,100.0,1
6160693.0,110.0,2.0,350.0,28
6161033.0,10.0,1.0,50.0,4
6189999.0,77.92,2.0,40.0,10
6193483.0,25.0,1.0,750.0,58
6219451.0,230.0,3.0,1500.0,0
6225295.0,8.8,1.0,140.0,67
6226489.0,68.89,2.0,400.0,5
6234025.0,30.0,2.0,48.0,48
6264705.0,8.41,1.0,200.0,23
6291577.0,5.0,1.0,50.0,10
6291925.0,125.0,2.0,320.0,320
6292261.0,55.0,2.0,600.0,600
6351559.0,100.0,2.0,300.0,266
6357331.0,69.0,1.0,10.0,3
6390009.0,9000.0,37.0,109.0,20
6391865.0,70.93,14.0,360.0,6
6422977.0,63.27,1.0,25.0,7
6461677.0,32.0,1.0,2.0,1
6488465.0,25.0,1.0,12.0,11
6521083.0,22.76,1.0,100.0,7
6553945.0,40.54,3.0,132.0,40
6570089.0,18.0,1.0,100.0,3
6586439.0,40.0,2.0,40.0,7
6603043.0,3.73,1.0,500.0,54
6624739.0,140.01,1.0,900.0,2
6641027.0,26.520000000000003,2.0,1000.0,17
6684735.0,233.02,2.0,550.0,58
6685019.0,156.76999999999998,2.0,20.0,1
6685047.0,27.0,3.0,95.0,95
6685099.0,60.0,3.0,115.0,7
6685373.0,253.0,5.0,400.0,18
6696661.0,55.0,2.0,200.0,21
6713467.0,5.0,1.0,10.0,2
6717817.0,105.0,3.0,20.0,4
6717891.0,90.0,4.0,640.0,138
6750689.0,4673.9400000000005,14.0,1105.0,204
6755795.0,20.0,1.0,50.0,18
6765027.0,51.8,1.0,200.0,2
6783869.0,79.33,1.0,20.0,2
6789019.0,50.98,1.0,65.0,26
6846797.0,143.44,4.0,3100.0,297
6848649.0,364.36,11.0,324.0,98
6849303.0,18.33,2.0,18.0,9
6859505.0,20.0,1.0,110.0,52
6867877.0,15.0,1.0,15.0,7
6890031.0,86.5,16.0,400.0,18
6908619.0,210.0,2.0,175.0,32
6914463.0,17.91,1.0,60.0,8
6935963.0,144.71,1.0,18.0,18
6946957.0,15.0,1.0,2.0,1
6947117.0,10.0,2.0,400.0,75
6948331.0,4.05,1.0,100.0,35
6988643.0,27.0,2.0,16.0,3
7013181.0,55.0,2.0,75.0,31
7017881.0,13.0,6.0,7000.0,27
7033817.0,70.0,1.0,1.0,1
7102775.0,10.0,1.0,120.0,15
7105263.0,20.0,1.0,10.0,4
7115263.0,160.0,3.0,65.0,0
7127147.0,15.0,1.0,90.0,3
7176753.0,35.0,2.0,200.0,50
7183085.0,30.0,1.0,25.0,1
7209415.0,22.0,6.0,185.0,12
7212401.0,41.53,1.0,150.0,1
7242149.0,12.0,1.0,50.0,2
7242301.0,22.0,6.0,72.0,9
7261497.0,60.0,3.0,300.0,0
7275167.0,180.0,4.0,400000.0,8
7279755.0,121.77,5.0,410.0,70
7307379.0,297.0,1.0,100.0,0
7307405.0,350.0,1.0,8.0,0
7308127.0,87.78999999999999,2.0,200.0,32
7313145.0,35.0,2.0,51.0,10
7323007.0,92.56,1.0,118.0,118
7340535.0,845.05,6.0,40.0,3
,,,0.0,0
7383681.0,170.0,4.0,19.0,7
7383727.0,26.9,2.0,90.0,55
7405895.0,35.0,1.0,50.0,13
7406107.0,16.5,2.0,50.0,14
7412657.0,211.63,1.0,4.0,1
7438375.0,185.0,2.0,185.0,0
7471745.0,14.99,1.0,100.0,6
7482989.0,23.0,1.0,70.0,61
7504039.0,690.0,2.0,35.0,49
7509411.0,233.27,3.0,550.0,407
7536683.0,355.52,7.0,875.0,341
7545557.0,15.0,1.0,300.0,2
7569597.0,2250.0,3.0,65.0,16
7569643.0,50.04,1.0,200.0,2
7602179.0,28.3,1.0,50.0,22
7602851.0,112.41,1.0,25.0,2
7603031.0,8.46,1.0,5.0,1
7603601.0,150.0,3.0,150.0,5
7618663.0,94.94,3.0,120.0,24
7629541.0,5.0,1.0,150.0,10
7635077.0,45.269999999999996,3.0,500.0,113
7635783.0,489.0,1.0,10.0,6
7668539.0,8.46,1.0,100.0,2
7733333.0,10.0,2.0,400.0,2
7733489.0,22.75,1.0,20.0,1
7798325.0,5.93,1.0,100.0,7
7799031.0,75.0,2.0,200.0,1
7819069.0,49.0,3.0,33.0,1
7831599.0,45.0,1.0,45.0,23
7897599.0,5.0,1.0,5.0,0
7951733.0,20.0,1.0,30.0,9
7962885.0,10.5,1.0,300.0,29
7995829.0,28.0,1.0,50.0,5
7995849.0,100.0,1.0,200.0,15
8043835.0,126.25,1.0,50.0,1
8127323.0,115.24,1.0,12.0,12
8159617.0,10.0,1.0,1000.0,0
8211865.0,5.0,1.0,12.0,1
8356377.0,6.53,4.0,120.0,57
8454627.0,101.97,2.0,20.0,13
8490421.0,172.66,2.0,2700.0,220
8733435.0,60.0,1.0,30.0,0
104011.0,5.0,1.0,80.0,19
104013.0,5.0,1.0,80.0,4
525854.0,39.0,1.0,200.0,2
656612.0,10.0,1.0,100.0,0
853091.0,13.18,2.0,175.0,43
918673.0,45.0,2.0,60.0,4
1050179.0,18.73,3.0,4050.0,28
1082675.0,12.200000000000001,2.0,50.0,3
1083097.0,518.0,17.0,3920.0,519
1147917.0,10.0,1.0,500.0,177
1148311.0,25.0,1.0,50.0,10
1180607.0,40.0,2.0,700.0,71
1181129.0,20.0,1.0,20.0,2
1181197.0,23.54,3.0,90.0,14
1213421.0,225.0,4.0,350.0,3
1213725.0,8.41,1.0,100.0,23
1213949.0,10.0,1.0,150.0,150
1214047.0,75.0,2.0,450.0,7
1214107.0,51.0,7.0,33135.0,224
1246661.0,5505.33,10.0,50085.0,130
1279249.0,14.98,4.0,400.0,52
1279615.0,36.81,1.0,120.0,14
1311977.0,1350.0,3.0,207.0,31
1311979.0,48.11,2.0,100.0,28
1312213.0,748.31,3.0,34.0,19
1344569.0,13.19,1.0,500.0,29
1344605.0,10416.8,4.0,2000.0,92
1377219.0,2695.0,25.0,493.0,107
1378021.0,83.07,2.0,300.0,99
1410303.0,22.76,2.0,100.0,22
1410679.0,45.269999999999996,3.0,300.0,26
1410731.0,59.769999999999996,2.0,1900.0,283
1442767.0,230.0,5.0,1525.0,675
1443221.0,81.19,2.0,1000.0,74
1508573.0,17.91,1.0,17.0,14
1508687.0,270.0,2.0,420.0,69
1509069.0,20.0,1.0,15.0,3
1621467.0,25.0,1.0,100.0,65
1640115.0,613.54,8.0,1060.0,103
1672371.0,0.01,1.0,5.0,1
1704981.0,611.39,2.0,30.0,8
1705149.0,820.1700000000001,7.0,635.0,2
1737731.0,15.0,1.0,80.0,22
1737991.0,17.91,1.0,150.0,42
1738177.0,400.0,1.0,1200.0,428
1753347.0,,1.0,10.0,0
1770753.0,135.0,3.0,2250.0,116
1770995.0,18.0,1.0,45.0,23
1771045.0,10.0,1.0,300.0,70
1803287.0,237.74999999999997,3.0,40.0,5
1836693.0,25.0,1.0,10.0,5
1836809.0,10988.8,20.0,600.0,28
1868011.0,,1.0,5000.0,1
1901873.0,164.38,1.0,21.0,1
1902079.0,120.0,3.0,274.0,168
1935123.0,2.0,1.0,30.0,4
1943779.0,78.99,1.0,15.0,5
1967421.0,22.63,3.0,160.0,64
1967427.0,22.76,1.0,90.0,19
1967571.0,9915.05,7.0,586.0,263
1999891.0,607.14,2.0,220.0,76
2000055.0,10.0,2.0,130.0,33
2000373.0,123.61999999999999,6.0,2000.0,120
2000591.0,30.35,3.0,3000.0,151
2015513.0,39.0,1.0,50.0,16
2032703.0,20.0,1.0,100.0,32
2065647.0,102.1,2.0,32.0,10
2066121.0,10.0,1.0,127.0,127
2098381.0,85.0,1.0,8.0,0
2098945.0,84.99,1.0,10.0,3
2131434.0,9.0,1.0,10000.0,2
2196484.0,20.0,1.0,10.0,8
2197252.0,230.0,3.0,1452.0,1
2229296.0,20.0,1.0,118.0,119
2229342.0,10.5,1.0,80.0,428
2229432.0,8.46,1.0,20.0,15
2229580.0,8.46,1.0,33.0,4
2229940.0,35.0,2.0,30.0,4
2262764.0,386.9199999999999,18.0,435.0,73
2295174.0,114.53,3.0,85.0,60
2295268.0,20.0,1.0,165.0,162
2295546.0,580.0,10.0,450.0,73
2328342.0,16.0,1.0,50.0,50
2360340.0,7.0,1.0,75.0,3
2360876.0,69.88,1.0,100.0,32
2425790.0,55.0,2.0,130.0,37
2426620.0,99.0,1.0,30.0,41
2459154.0,26.520000000000003,2.0,146.0,101
2524524.0,271.08,3.0,45.0,12
2524568.0,11.3,1.0,500.0,346
2524874.0,20.0,1.0,80.0,48
2589864.0,85.0,1.0,71.0,71
2590016.0,135.0,3.0,425.0,267
2590478.0,10.0,1.0,13.0,12
2590504.0,50.0,1.0,8.0,8
2622560.0,25.0,2.0,150.0,15
2622770.0,13.18,1.0,100.0,12
2623080.0,13.18,1.0,100.0,3
2636319.0,,1.0,20.0,0
2638389.0,,1.0,30.0,1
2655163.0,35.620000000000005,4.0,3010.0,230
2655341.0,68.67,6.0,1600.0,126
2655869.0,65.78,1.0,18.0,0
2681789.0,100.0,1.0,1000.0,5
2687179.0,150.0,2.0,200.0,15
2687991.0,8.0,1.0,500.0,21
2688113.0,54.709999999999994,2.0,146.0,70
2688331.0,929.86,2.0,32.0,14
2720735.0,,1.0,80.0,0
2786841.0,10.0,1.0,50.0,7
2786907.0,,1.0,80.0,0
2819435.0,437.5,3.0,475.0,165
2852037.0,,4.0,24000.0,19
2917775.0,,1.0,100.0,3
2917895.0,102.0,4.0,60.0,14
2943901.0,22.85,1.0,17.0,12
2950731.0,40.0,2.0,500.0,5
2950897.0,160.0,4.0,646.0,41
2983645.0,3.73,1.0,115.0,112
3015785.0,12.190000000000001,4.0,500.0,20
3015911.0,8.0,1.0,1000.0,30
3104307.0,650.0,2.0,75.0,8
3114321.0,338.0,2.0,30.0,15
3114575.0,402.49,7.0,840.0,5
3114757.0,122.51,1.0,20.0,14
3146761.0,45.0,2.0,100.0,8
3146799.0,268.33,2.0,16.0,5
3147031.0,3050.0,4.0,160.0,15
3147371.0,373.0,2.0,48.0,4
3147517.0,12.190000000000001,2.0,400.0,3
3179653.0,330.85,11.0,400.0,225
3180047.0,147.22,4.0,170.0,83
3200531.0,,2.0,106.0,53
3227911.0,190.72,2.0,120.0,8
3238857.0,140.76,1.0,1000.0,2
3245301.0,160.0,5.0,300.0,27
3245495.0,10.0,1.0,50.0,41
3245681.0,65.0,3.0,1075.0,227
3255187.0,188.01,1.0,1000.0,11
3278317.0,120.27,1.0,30.0,29
3278321.0,8.46,1.0,30.0,4
3278329.0,45.269999999999996,2.0,60.0,2
3278613.0,1249.75,4.0,324.0,46
3311233.0,22.63,1.0,100.0,68
3343293.0,54.72,2.0,20.0,14
3343461.0,115.0,2.0,400.0,36
3343659.0,27.21,1.0,50.0,1
3344009.0,9.42,3.0,38.0,38
3376529.0,26.25,4.0,182.0,40
3409147.0,303.48,6.0,263.0,50
3451793.0,475.0,3.0,30.0,3
3507217.0,1495.0,4.0,650.0,1
3507511.0,10.0,5.0,2350.0,347
3507603.0,45.23,1.0,18.0,1
3507655.0,25.0,1.0,100.0,30
3507781.0,10.0,2.0,40.0,10
3507837.0,140.76,1.0,50.0,3
3511869.0,310.0,3.0,48.0,0
3540533.0,337.5,3.0,75.0,5
3572895.0,20.0,2.0,90.0,352
3573089.0,3085.28,6.0,36.0,3
3605433.0,60.0,1.0,20.0,10
3605795.0,35.0,1.0,300.0,305
3605851.0,14911.73,12.0,268.0,239
3605897.0,343.47,14.0,600.0,183
3621150.0,58.55,1.0,50.0,11
3638718.0,68.89,2.0,200.0,8
3639040.0,30.0,2.0,130.0,28
3639074.0,30.0,8.0,630.0,108
3671118.0,10.0,2.0,200.0,43
3671504.0,,1.0,300.0,3
3703982.0,174.0,2.0,150.0,14
3704276.0,8.41,1.0,50.0,10
3704434.0,36.95,1.0,100.0,65
3708474.0,200.0,1.0,12.0,12
3713958.0,3080.100000000001,16.0,11450.0,340
3736972.0,260.0,2.0,200.0,11
3737084.0,18.0,4.0,334.0,151
3737224.0,20.0,1.0,100.0,5
3737322.0,30.0,1.0,300.0,182
3769604.0,2159.02,9.0,514.0,216
3802468.0,8.75,1.0,100.0,34
3802604.0,46.01,1.0,5.0,1
3835420.0,140.35,2.0,18.0,10
3835468.0,20.0,1.0,10000.0,5
3867770.0,295.0,4.0,619.0,3
3883392.0,267.34,2.0,145.0,61
3884792.0,1908.0,4.0,3075.0,0
3900604.0,50.0,1.0,100.0,56
